,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,Slutpris_delat,inkomst_delat
2345,Skebokvarnsvägen 245,3000000,12453,Stockholms kommun,24244,Lägenhet,Bostadsrätt,4.0,85.0,,0,,1,,3240,5572,1,30.0,2.4244
2346,Skebokvarnsvägen 321,2400000,12453,Stockholms kommun,24244,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,1955.0,6850,4222,1,24.0,2.4244
2347,Skebokvarnsvägen 243,1800000,12453,Stockholms kommun,24244,Lägenhet,Bostadsrätt,1.0,45.0,,0,,1,1956.0,3600,2620,1,18.0,2.4244
2348,"Skebokvarnsvägen 251, 2 tr",2350000,12453,Stockholms kommun,24244,Lägenhet,Bostadsrätt,2.0,57.5,,0,,2,1956.0,2600,3752,1,23.5,2.4244
2349,Skebokvarnsvägen 249,2060000,12453,Stockholms kommun,24244,Lägenhet,Bostadsrätt,1.0,37.0,,0,,3,1956.0,2156,2647,1,20.6,2.4244
2350,Skebokvarnsvägen 251,1575000,12453,Stockholms kommun,24244,Lägenhet,Bostadsrätt,1.0,27.0,,0,,3,1954.0,3000,1861,1,15.75,2.4244
2351,Önskehemsgatan 12,2300000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,1956.0,3000,3849,1,23.0,2.7208
2352,"Stenkvistavägen 8, vån 5 av 5",2200000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,1.5,39.0,,0,,5,2022.0,8148,3613,1,22.0,2.7208
2353,"Stenkvistavägen 12, vån 2",2400000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,50.0,,0,,2,2018.0,6420,3653,1,24.0,2.7208
2354,Rangstagatan 18,2490000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,55.0,,0,,1,2017.0,4200,3874,1,24.9,2.7208
2355,"Rangstagatan 18, 3 tr",2300000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,45.0,,0,,3,2017.0,3000,3306,1,23.0,2.7208
2356,Stenkvistavägen 6,2050000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,1.5,39.0,,0,,1,2022.0,3000,3938,1,20.5,2.7208
2357,Stenkvistavägen 11,2155000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,45.0,,0,,1,2017.0,3000,2887,1,21.55,2.7208
2358,Stenkvistavägen 12,3400000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,3.0,75.0,,0,,3,2018.0,10260,5610,1,34.0,2.7208
2359,Stenkvistavägen 11,2300000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,41.0,,0,,3,2017.0,6568,3078,1,23.0,2.7208
2360,Rangstagatan 18,3175000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,3.0,66.0,,0,,1,2017.0,7932,4499,1,31.75,2.7208
2361,Stenkvistavägen 10,2500000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,45.5,,0,,3,2019.0,5100,3733,1,25.0,2.7208
2362,Stenkvistavägen 10,2410000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,45.5,,0,,4,2018.0,7776,3733,1,24.1,2.7208
2363,Stenkvistavägen 9,2045000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,35.0,,0,,2,2017.0,5400,2541,1,20.45,2.7208
2364,Rangstagatan 18,2410000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,45.0,,0,,1,2017.0,4980,3306,1,24.1,2.7208
2365,Önskehemsgatan 8,2800000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,3.0,65.0,,0,,1,1956.0,3000,4266,1,28.0,2.7208
2366,Stenkvistavägen 11,2040000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,1.0,30.0,,0,,2,2017.0,4800,2275,1,20.4,2.7208
2367,Rangstagatan 18,2795000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,55.0,,0,,1,2015.0,3600,3874,1,27.95,2.7208
2368,Rangstagatan 18,3300000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,3.0,66.0,,0,,1,2017.0,3000,4205,1,33.0,2.7208
2369,Rangstagatan 18,3305000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,3.0,66.0,,0,,1,2015.0,3000,4205,1,33.05,2.7208
2370,"Rangstagatan 18, 11 tr",2300000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,45.0,,0,,1,2017.0,6732,3090,1,23.0,2.7208
2371,Rangstagatan 18,2550000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,55.0,,0,,3,2017.0,4800,3620,1,25.5,2.7208
2372,Stenkvistavägen 12,3400000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,3.0,75.0,,0,,8,2018.0,10260,5610,1,34.0,2.7208
2373,Stenkvistavägen 10,2500000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,2.0,45.5,,0,,3,2019.0,5100,3733,1,25.0,2.7208
2374,Stenkvistavägen 11,1900000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,1.5,30.0,,0,,2,2017.0,5640,2434,1,19.0,2.7208
2375,Rangstagatan 18,3175000,12454,Stockholms kommun,27208,Lägenhet,Bostadsrätt,3.0,66.0,,0,,2,2017.0,7932,4499,1,31.75,2.7208
2376,Sjösavägen 89,3000000,12455,Stockholms kommun,26242,Lägenhet,Bostadsrätt,3.0,69.0,,0,,3,1953.0,9159,4508,1,30.0,2.6242
2377,"Sjösabrinken 30, 2 tr",2200000,12455,Stockholms kommun,26242,Lägenhet,Bostadsrätt,3.0,81.0,,0,,2,1955.0,5520,8057,1,22.0,2.6242
2378,"Sjösavägen 8, 4tr",1825000,12455,Stockholms kommun,26242,Lägenhet,Bostadsrätt,1.5,30.0,,0,,4,2021.0,4200,3083,1,18.25,2.6242
2379,"Sjösavägen 73, vån 3 av 3",3100000,12455,Stockholms kommun,26242,Lägenhet,Bostadsrätt,3.0,70.0,,0,,1,1954.0,7633,4695,1,31.0,2.6242
2380,Sjösavägen 89,3000000,12455,Stockholms kommun,26242,Lägenhet,Bostadsrätt,3.0,69.0,,0,,5,1953.0,9159,4508,1,30.0,2.6242
2381,Sjösavägen 13,2050000,12455,Stockholms kommun,26242,Lägenhet,Bostadsrätt,2.0,59.0,,0,,3,1953.0,3000,3567,1,20.5,2.6242
